2147	7412	9559
2161	1612	3773
2163	3612	5775
2165	5612	7777
2167	7612	9779
2181	1812	3993
2183	3812	5995
2185	5812	7997
2187	7812	9999
2211	1122	3333
2213	3122	5335
2215	5122	7337
2217	7122	9339
2231	1322	3553
2233	3322	5555
2235	5322	7557
2237	7322	9559
2251	1522	3773
2253	3522	5775
2255	5522	7777
2257	7522	9779
2271	1722	3993
2273	3722	5995
2275	5722	7997
2277	7722	9999
2301	1032	3333
2303	3032	5335
2305	5032	7337
2307	7032	9339
2321	1232	3553
2323	3232	5555
2325	5232	7557
2327	7232	9559
2341	1432	3773
2343	3432	5775
2345	5432	7777
2347	7432	9779
2361	1632	3993
2363	3632	5995
2365	5632	7997
2367	7632	9999
2411	1142	3553
2413	3142	5555
2415	5142	7557
2417	7142	9559
2431	1342	3773
2433	3342	5775
2435	5342	7777
2437	7342	9779
2451	1542	3993
2453	3542	5995
2455	5542	7997
2457	7542	9999
2501	1052	3553
2503	3052	5555
2505	5052	7557
2507	7052	9559
2521	1252	3773
2523	3252	5775
2525	5252	7777
2527	7252	9779
2541	1452	3993
2543	3452	5995
2545	5452	7997
2547	7452	9999
2611	1162	3773
2613	3162	5775
2615	5162	7777
2617	7162	9779
2631	1362	3993
2633	3362	5995
2635	5362	7997
2637	7362	9999
2701	1072	3773
2703	3072	5775
2705	5072	7777
2707	7072	9779
2721	1272	3993
2723	3272	5995
2725	5272	7997
2727	7272	9999
2811	1182	3993
2813	3182	5995
2815	5182	7997
2817	7182	9999
2901	1092	3993
2903	3092	5995
2905	5092	7997
2907	7092	9999
3012	2103	5115
3014	4103	7117
3016	6103	9119
3032	2303	5335
3034	4303	7337
3036	6303	9339
3052	2503	5555
3054	4503	7557
3056	6503	9559
3072	2703	5775
3074	4703	7777
3076	6703	9779
3092	2903	5995
3094	4903	7997
3096	6903	9999
3102	2013	5115
3104	4013	7117
3106	6013	9119
3122	2213	5335
3124	4213	7337
3126	6213	9339
3142	2413	5555
3144	4413	7557
3146	6413	9559
3162	2613	5775
3164	4613	7777
3166	6613	9779
3182	2813	5995
3184	4813	7997
3186	6813	9999
3212	2123	5335
3214	4123	7337
3216	6123	9339
3232	2323	5555
3234	4323	7557
3236	6323	9559
3252	2523	5775
3254	4523	7777
3256	6523	9779
3272	2723	5995
3274	4723	7997
3276	6723	9999
3302	2033	5335
3304	4033	7337
3306	6033	9339
3322	2233	5555
3324	4233	7557
3326	6233	9559
3342	2433	5775
3344	4433	7777
3346	6433	9779
3362	2633	5995
3364	4633	7997
3366	6633	9999
3412	2143	5555
3414	4143	7557
3416	6143	9559
3432	2343	5775
3434	4343	7777
3436	6343	9779
3452	2543	5995
3454	4543	7997
3456	6543	9999
3502	2053	5555
3504	4053	7557
3506	6053	9559
3522	2253	5775
3524	4253	7777
3526	6253	9779
3542	2453	5995
3544	4453	7997
3546	6453	9999
3612	2163	5775
3614	4163	7777
3616	6163	9779
3632	2363	5995
3634	4363	7997
3636	6363	9999
3702	2073	5775
3704	4073	7777
3706	6073	9779
3722	2273	5995
3724	4273	7997
3726	6273	9999
3812	2183	5995
3814	4183	7997
3816	6183	9999
3902	2093	5995
3904	4093	7997
3906	6093	9999
4011	1104	5115
4013	3104	7117
4015	5104	9119
4031	1304	5335
4033	3304	7337
4035	5304	9339
4051	1504	5555
4053	3504	7557
4055	5504	9559
4071	1704	5775
4073	3704	7777
4075	5704	9779
4091	1904	5995
4093	3904	7997
4095	5904	9999
4101	1014	5115
4103	3014	7117
4105	5014	9119
4121	1214	5335
4123	3214	7337
4125	5214	9339
4141	1414	5555
4143	3414	7557
4145	5414	9559
4161	1614	5775
4163	3614	7777
4165	5614	9779
4181	1814	5995
4183	3814	7997
4185	5814	9999
4211	1124	5335
4213	3124	7337
4215	5124	9339
4231	1324	5555
4233	3324	7557
4235	5324	9559
4251	1524	5775
4253	3524	7777
4255	5524	9779
4271	1724	5995
4273	3724	7997
4275	5724	9999
4301	1034	5335
4303	3034	7337
4305	5034	9339
4321	1234	5555
4323	3234	7557
4325	5234	9559
4341	1434	5775
4343	3434	7777
4345	5434	9779
4361	1634	5995
4363	3634	7997
4365	5634	9999
4411	1144	5555
4413	3144	7557
4415	5144	9559
4431	1344	5775
4433	3344	7777
4435	5344	9779
4451	1544	5995
4453	3544	7997
4455	5544	9999
4501	1054	5555
4503	3054	7557
4505	5054	9559
4521	1254	5775
4523	3254	7777
4525	5254	9779
4541	1454	5995
4543	3454	7997
4545	5454	9999
4611	1164	5775
4613	3164	7777
4615	5164	9779
4631	1364	5995
4633	3364	7997
4635	5364	9999
4701	1074	5775
4703	3074	7777
4705	5074	9779
4721	1274	5995
4723	3274	7997
4725	5274	9999
4811	1184	5995
4813	3184	7997
4815	5184	9999
4901	1094	5995
4903	3094	7997
4905	5094	9999
5012	2105	7117
5014	4105	9119
5032	2305	7337
5034	4305	9339
5052	2505	7557
5054	4505	9559
5072	2705	7777
5074	4705	9779
5092	2905	7997
5094	4905	9999
5102	2015	7117
5104	4015	9119
5122	2215	7337
5124	4215	9339
5142	2415	7557
5144	4415	9559
5162	2615	7777
5164	4615	9779
5182	2815	7997
5184	4815	9999
5212	2125	7337
5214	4125	9339
5232	2325	7557
5234	4325	9559
5252	2525	7777
5254	4525	9779
5272	2725	7997
5274	4725	9999
5302	2035	7337
5304	4035	9339
5322	2235	7557
5324	4235	9559
5342	2435	7777
5344	4435	9779
5362	2635	7997
5364	4635	9999
5412	2145	7557
5414	4145	9559
5432	2345	7777
5434	4345	9779
5452	2545	7997
5454	4545	9999
5502	2055	7557
5504	4055	9559
5522	2255	7777
5524	4255	9779
5542	2455	7997
5544	4455	9999
5612	2165	7777
5614	4165	9779
5632	2365	7997
5634	4365	9999
5702	2075	7777
5704	4075	9779
5722	2275	7997
5724	4275	9999
5812	2185	7997
5814	4185	9999
5902	2095	7997
5904	4095	9999
6011	1106	7117
6013	3106	9119
6031	1306	7337
6033	3306	9339
6051	1506	7557
6053	3506	9559
6071	1706	7777
6073	3706	9779
6091	1906	7997
6093	3906	9999
6101	1016	7117
6103	3016	9119
6121	1216	7337
6123	3216	9339
6141	1416	7557
6143	3416	9559
6161	1616	7777
6163	3616	9779
6181	1816	7997
6183	3816	9999
6211	1126	7337
6213	3126	9339
6231	1326	7557
6233	3326	9559
6251	1526	7777
6253	3526	9779
6271	1726	7997
6273	3726	9999
6301	1036	7337
6303	3036	9339
6321	1236	7557
6323	3236	9559
6341	1436	7777
6343	3436	9779
6361	1636	7997
6363	3636	9999
6411	1146	7557
6413	3146	9559
6431	1346	7777
6433	3346	9779
6451	1546	7997
6453	3546	9999
6501	1056	7557
6503	3056	9559
6521	1256	7777
6523	3256	9779
6541	1456	7997
6543	3456	9999
6611	1166	7777
6613	3166	9779
6631	1366	7997
6633	3366	9999
6701	1076	7777
6703	3076	9779
6721	1276	7997
6723	3276	9999
6811	1186	7997
6813	3186	9999
6901	1096	7997
6903	3096	9999
7012	2107	9119
7032	2307	9339
7052	2507	9559
7072	2707	9779
7092	2907	9999
7102	2017	9119
7122	2217	9339
7142	2417	9559
7162	2617	9779
7182	2817	9999
7212	2127	9339
7232	2327	9559
7252	2527	9779
7272	2727	9999
7302	2037	9339
7322	2237	9559
7342	2437	9779
7362	2637	9999
7412	2147	9559
7432	2347	9779
7452	2547	9999
7502	2057	9559
7522	2257	9779
7542	2457	9999
7612	2167	9779
7632	2367	9999
7702	2077	9779
7722	2277	9999
7812	2187	9999
7902	2097	9999
8011	1108	9119
8031	1308	9339
8051	1508	9559
8071	1708	9779
8091	1908	9999
8101	1018	9119
8121	1218	9339
8141	1418	9559
8161	1618	9779
8181	1818	9999
8211	1128	9339
8231	1328	9559
8251	1528	9779
8271	1728	9999
8301	1038	9339
8321	1238	9559
8341	1438	9779
8361	1638	9999
8411	1148	9559
8431	1348	9779
8451	1548	9999
8501	1058	9559
8521	1258	9779
8541	1458	9999
8611	1168	9779
8631	1368	9999
8701	1078	9779
8721	1278	9999
8811	1188	9999
8901	1098	9999
