276)          20379786  ||      98  ||      -103  ||       -2019
277)          20476800  ||      79  ||       -81  ||       -3200
278)          20761692  ||      67  ||       -68  ||       -4557
279)          20860686  ||     173  ||      -319  ||        -378
280)          20867490  ||     122  ||      -135  ||       -1267
281)          21124350  ||     157  ||      -207  ||        -650
282)          21375030  ||     174  ||      -311  ||        -395
283)          21868134  ||     149  ||      -183  ||        -802
284)          22019556  ||      68  ||       -69  ||       -4693
285)          22069836  ||     172  ||      -269  ||        -477
286)          22080474  ||     117  ||      -127  ||       -1486
287)          22511580  ||     155  ||      -196  ||        -741
288)          22602726  ||      81  ||       -83  ||       -3362
289)          22713702  ||     177  ||      -307  ||        -418
290)          22755876  ||     132  ||      -149  ||       -1157
291)          22890750  ||     125  ||      -138  ||       -1327
292)          23087064  ||     143  ||      -168  ||        -961
293)          23333730  ||      69  ||       -70  ||       -4831
294)          23384130  ||     154  ||      -191  ||        -795
295)          23733870  ||     173  ||      -255  ||        -538
296)          23825262  ||     102  ||      -107  ||       -2183
297)          24547620  ||     183  ||      -353  ||        -380
298)          24705870  ||      70  ||       -71  ||       -4971
299)          24750900  ||     103  ||      -108  ||       -2225
300)          24811314  ||     173  ||      -246  ||        -583
301)          24890040  ||      83  ||       -85  ||       -3528
302)          24975678  ||     182  ||      -307  ||        -447
303)          25497810  ||     185  ||      -342  ||        -403
304)          26137656  ||      71  ||       -72  ||       -5113
305)          26329932  ||     172  ||      -233  ||        -657
306)          26448534  ||     157  ||      -191  ||        -882
307)          26763324  ||     123  ||      -133  ||       -1636
308)          27031224  ||     187  ||      -317  ||        -456
309)          27140610  ||     185  ||      -294  ||        -499
310)          27346710  ||      85  ||       -87  ||       -3698
311)          27475356  ||     151  ||      -177  ||       -1028
312)          27630792  ||      72  ||       -73  ||       -5257
313)          27715644  ||     179  ||      -253  ||        -612
314)          28227606  ||     177  ||      -242  ||        -659
315)          28298388  ||     183  ||      -268  ||        -577
316)          28420140  ||     140  ||      -157  ||       -1293
317)          28725648  ||     107  ||      -112  ||       -2397
318)          29187006  ||      73  ||       -74  ||       -5403
319)          29240658  ||     193  ||      -342  ||        -443
320)          29327130  ||     189  ||      -295  ||        -526
321)          29406414  ||     157  ||      -186  ||       -1007
322)          29789964  ||     108  ||      -113  ||       -2441
323)          29980896  ||      87  ||       -89  ||       -3872
324)          30134634  ||     193  ||      -318  ||        -491
325)          30274260  ||     127  ||      -137  ||       -1740
326)          30709260  ||     135  ||      -148  ||       -1537
327)          30808050  ||      74  ||       -75  ||       -5551
328)          31334592  ||     192  ||      -293  ||        -557
329)          32080200  ||     200  ||      -381  ||        -421
330)          32495700  ||      75  ||       -76  ||       -5701
331)          32660082  ||     157  ||      -182  ||       -1143
332)          32800950  ||      89  ||       -91  ||       -4050
333)          33015114  ||     162  ||      -191  ||       -1067
334)          33403314  ||     138  ||      -151  ||       -1603
335)          33430866  ||     173  ||      -214  ||        -903
336)          34164900  ||     187  ||      -252  ||        -725
337)          34251756  ||      76  ||       -77  ||       -5853
338)          34345584  ||     112  ||      -117  ||       -2621
339)          34515390  ||     182  ||      -235  ||        -807
340)          34620660  ||     191  ||      -265  ||        -684
341)          34863906  ||     161  ||      -187  ||       -1158
342)          35151480  ||     203  ||      -333  ||        -520
343)          35463360  ||     192  ||      -265  ||        -697
344)          35561778  ||     113  ||      -118  ||       -2667
345)          35815416  ||      91  ||       -93  ||       -4232
346)          35987970  ||     149  ||      -166  ||       -1455
347)          36078042  ||      77  ||       -78  ||       -6007
348)          36174138  ||     133  ||      -143  ||       -1902
349)          37620456  ||     211  ||      -408  ||        -437
350)          37976406  ||      78  ||       -79  ||       -6163
351)          38998380  ||     191  ||      -249  ||        -820
352)          39033030  ||      93  ||       -95  ||       -4418
353)          39471894  ||     189  ||      -242  ||        -863
354)          39948720  ||      79  ||       -80  ||       -6321
355)          40120170  ||     194  ||      -255  ||        -811
356)          40403880  ||     179  ||      -216  ||       -1045
357)          40559946  ||     137  ||      -147  ||       -2014
358)          40752270  ||     117  ||      -122  ||       -2855
359)          41059158  ||     213  ||      -343  ||        -562
360)          41360220  ||     211  ||      -324  ||        -605
361)          41485626  ||     217  ||      -387  ||        -494
362)          41996880  ||      80  ||       -81  ||       -6481
363)          42053928  ||     168  ||      -193  ||       -1297
364)          42134142  ||     118  ||      -123  ||       -2903
365)          42462720  ||      95  ||       -97  ||       -4608
366)          43595892  ||     212  ||      -313  ||        -657
367)          43676724  ||     148  ||      -161  ||       -1833
368)          43696848  ||     208  ||      -293  ||        -717
369)          43900026  ||     157  ||      -174  ||       -1607
370)          43991262  ||     193  ||      -243  ||        -938
371)          44122806  ||      81  ||       -82  ||       -6643
372)          45536148  ||     203  ||      -268  ||        -837
373)          45753204  ||     212  ||      -301  ||        -717
374)          46113606  ||      97  ||       -99  ||       -4802
375)          46328442  ||      82  ||       -83  ||       -6807
376)          46382448  ||     183  ||      -217  ||       -1168
377)          47122776  ||     216  ||      -313  ||        -697
378)          47175420  ||     151  ||      -164  ||       -1905
379)          47871252  ||     143  ||      -153  ||       -2188
380)          47929476  ||     228  ||      -413  ||        -509
381)          48015906  ||     122  ||      -127  ||       -3099
382)          48615756  ||      83  ||       -84  ||       -6973
383)          49577856  ||     123  ||      -128  ||       -3149
384)          49656642  ||     177  ||      -203  ||       -1382
385)          49995000  ||      99  ||      -101  ||       -5000
386)          50526714  ||     217  ||      -302  ||        -771
387)          50986740  ||      84  ||       -85  ||       -7141
388)          51255996  ||     191  ||      -228  ||       -1177
389)          51520494  ||     233  ||      -411  ||        -538
390)          52630116  ||     196  ||      -237  ||       -1133
391)          53266332  ||     147  ||      -157  ||       -2308
392)          53443410  ||      85  ||       -86  ||       -7311
393)          53529294  ||     237  ||      -442  ||        -511
394)          53943954  ||     213  ||      -278  ||        -911
395)          54116406  ||     101  ||      -103  ||       -5202
396)          54285486  ||     166  ||      -183  ||       -1787
397)          54320400  ||     191  ||      -225  ||       -1264
398)          55146210  ||     186  ||      -215  ||       -1379
399)          55987806  ||      86  ||       -87  ||       -7483
400)          56048406  ||     241  ||      -467  ||        -498
401)          56080770  ||     233  ||      -355  ||        -678
402)          56209692  ||     127  ||      -132  ||       -3353
403)          56264424  ||     239  ||      -408  ||        -577
404)          56603736  ||     207  ||      -257  ||       -1064
405)          56774718  ||     182  ||      -207  ||       -1507
406)          56807322  ||     242  ||      -463  ||        -507
407)          57348786  ||     237  ||      -374  ||        -647
408)          57966720  ||     128  ||      -133  ||       -3405
409)          58487520  ||     103  ||      -105  ||       -5408
410)          58621992  ||      87  ||       -88  ||       -7657
411)          59399340  ||     215  ||      -273  ||       -1012
412)          60370170  ||     161  ||      -174  ||       -2155
413)          60582060  ||     235  ||      -341  ||        -756
414)          60886980  ||     191  ||      -220  ||       -1449
415)          61021092  ||     187  ||      -213  ||       -1532
416)          61348056  ||      88  ||       -89  ||       -7833
417)          62197866  ||     153  ||      -163  ||       -2494
418)          63118230  ||     105  ||      -107  ||       -5618
419)          63246918  ||     233  ||      -322  ||        -843
420)          63568260  ||     251  ||      -469  ||        -540
421)          64168110  ||      89  ||       -90  ||       -8011
422)          64412070  ||     241  ||      -354  ||        -755
423)          64819524  ||     164  ||      -177  ||       -2233
424)          64972470  ||     174  ||      -191  ||       -1955
425)          65409828  ||     132  ||      -137  ||       -3617
426)          66377586  ||     253  ||      -438  ||        -599
427)          67084290  ||      90  ||       -91  ||       -8191
428)          67145694  ||     253  ||      -426  ||        -623
429)          67377534  ||     133  ||      -138  ||       -3671
430)          68018616  ||     107  ||      -109  ||       -5832
431)          68746218  ||     157  ||      -167  ||       -2622
432)          69705966  ||     237  ||      -319  ||        -922
433)          70098756  ||      91  ||       -92  ||       -8373
434)          70322694  ||     254  ||      -403  ||        -687
435)          70810542  ||     193  ||      -218  ||       -1683
436)          72632670  ||     214  ||      -255  ||       -1331
437)          73198950  ||     109  ||      -111  ||       -6050
438)          73213692  ||      92  ||       -93  ||       -8557
439)          73673754  ||     242  ||      -327  ||        -931
440)          74908440  ||     251  ||      -360  ||        -829
441)          75695514  ||     137  ||      -142  ||       -3891
442)          75754380  ||     255  ||      -377  ||        -788
443)          76431306  ||      93  ||       -94  ||       -8743
444)          76927746  ||     233  ||      -294  ||       -1123
445)          77713836  ||     268  ||      -489  ||        -593
446)          77890098  ||     138  ||      -143  ||       -3947
447)          78669696  ||     111  ||      -113  ||       -6272
448)          78799800  ||     183  ||      -200  ||       -2153
449)          78822450  ||     266  ||      -439  ||        -675
450)          79521180  ||     163  ||      -173  ||       -2820
451)          79753830  ||      94  ||       -95  ||       -8931
452)          79959174  ||     269  ||      -463  ||        -642
453)          80715096  ||     216  ||      -253  ||       -1477
454)          81161388  ||     268  ||      -437  ||        -693
455)          81250590  ||     265  ||      -411  ||        -746
456)          81442614  ||     174  ||      -187  ||       -2503
457)          81460470  ||     273  ||      -530  ||        -563
458)          83118756  ||     203  ||      -229  ||       -1788
459)          83183520  ||      95  ||       -96  ||       -9121
460)          84359550  ||     246  ||      -319  ||       -1075
461)          84441510  ||     113  ||      -115  ||       -6498
462)          84836154  ||     274  ||      -467  ||        -663
463)          84918042  ||     242  ||      -307  ||       -1143
464)          86427360  ||     235  ||      -288  ||       -1277
465)          86722656  ||      96  ||       -97  ||       -9313
466)          87000810  ||     177  ||      -190  ||       -2587
467)          87148950  ||     142  ||      -147  ||       -4175
468)          87256134  ||     217  ||      -251  ||       -1602
469)          87376404  ||     167  ||      -177  ||       -2956
470)          87949470  ||     278  ||      -483  ||        -655
471)          89587212  ||     143  ||      -148  ||       -4233
472)          89807718  ||     273  ||      -418  ||        -787
473)          90059880  ||     255  ||      -337  ||       -1048
474)          90373542  ||      97  ||       -98  ||       -9507
475)          90525240  ||     115  ||      -117  ||       -6728
476)          92254104  ||     207  ||      -232  ||       -1921
477)          92493258  ||     253  ||      -327  ||       -1118
478)          92844336  ||     191  ||      -208  ||       -2337
479)          94138506  ||      98  ||       -99  ||       -9703
480)          94900140  ||     215  ||      -244  ||       -1809
481)          95368734  ||     278  ||      -423  ||        -811
482)          95717664  ||     288  ||      -553  ||        -601
483)          96162330  ||     242  ||      -295  ||       -1347
484)          96931926  ||     117  ||      -119  ||       -6962
485)          98019900  ||      99  ||      -100  ||       -9901
486)          98177436  ||     252  ||      -317  ||       -1229
487)          98665860  ||     228  ||      -265  ||       -1633
488)          99675906  ||     213  ||      -239  ||       -1958
489)          99855336  ||     147  ||      -152  ||       -4469
490)          99883350  ||     225  ||      -259  ||       -1714
491)          99930810  ||     269  ||      -366  ||       -1015
492)         100232394  ||     173  ||      -183  ||       -3166
493)         100751874  ||     249  ||      -307  ||       -1318
494)         101387376  ||     243  ||      -293  ||       -1424
495)         102020100  ||     100  ||      -101  ||      -10101
496)         102245286  ||     286  ||      -443  ||        -807
497)         102554676  ||     148  ||      -153  ||       -4529
498)         103479420  ||     220  ||      -249  ||       -1889
499)         103672800  ||     119  ||      -121  ||       -7200
500)         104135130  ||     293  ||      -495  ||        -718
501)         105294252  ||     268  ||      -353  ||       -1113
502)         105878802  ||     237  ||      -278  ||       -1607
503)         106141506  ||     101  ||      -102  ||      -10303
504)         106446180  ||     255  ||      -316  ||       -1321
505)         107599800  ||     187  ||      -200  ||       -2877
506)         108255882  ||     293  ||      -463  ||        -798
507)         109059690  ||     265  ||      -339  ||       -1214
508)         109557690  ||     177  ||      -187  ||       -3310
509)         109902390  ||     265  ||      -338  ||       -1227
510)         110386542  ||     102  ||      -103  ||      -10507
511)         110759286  ||     121  ||      -123  ||       -7442
512)         110800200  ||     200  ||      -217  ||       -2553
513)         112251906  ||     218  ||      -243  ||       -2119
514)         113902872  ||     152  ||      -157  ||       -4773
515)         114437190  ||     190  ||      -203  ||       -2967
516)         114757656  ||     103  ||      -104  ||      -10713
517)         115072230  ||     305  ||      -546  ||        -691
518)         115832328  ||     307  ||      -597  ||        -632
519)         116784990  ||     301  ||      -479  ||        -810
520)         116881290  ||     153  ||      -158  ||       -4835
521)         116923830  ||     302  ||      -487  ||        -795
522)         116963316  ||     307  ||      -557  ||        -684
523)         118203000  ||     123  ||      -125  ||       -7688
524)         119257320  ||     104  ||      -105  ||      -10921
525)         119537430  ||     305  ||      -498  ||        -787
526)         120804840  ||     311  ||      -585  ||        -664
527)         122532012  ||     268  ||      -333  ||       -1373
528)         123888030  ||     105  ||      -106  ||      -11131
529)         124502622  ||     257  ||      -307  ||       -1578
530)         124746708  ||     183  ||      -193  ||       -3532
531)         125679414  ||     302  ||      -447  ||        -931
532)         126015750  ||     125  ||      -127  ||       -7938
533)         128633610  ||     313  ||      -515  ||        -798
534)         128652306  ||     106  ||      -107  ||      -11343
535)         128789934  ||     294  ||      -403  ||       -1087
536)         128840400  ||     208  ||      -225  ||       -2753
537)         129382758  ||     157  ||      -162  ||       -5087
538)         129809238  ||     313  ||      -507  ||        -818
539)         131155170  ||     229  ||      -255  ||       -2246
540)         131950206  ||     293  ||      -394  ||       -1143
541)         132017220  ||     295  ||      -401  ||       -1116
542)         132658854  ||     158  ||      -163  ||       -5151
543)         132797148  ||     307  ||      -452  ||        -957
544)         133552692  ||     107  ||      -108  ||      -11557
545)         134209536  ||     127  ||      -129  ||       -8192
546)         135714876  ||     187  ||      -197  ||       -3684
547)         137070570  ||     322  ||      -555  ||        -767
548)         138452088  ||     307  ||      -437  ||       -1032
549)         138591756  ||     108  ||      -109  ||      -11773
550)         138958680  ||     255  ||      -296  ||       -1841
551)         139600200  ||     200  ||      -213  ||       -3277
552)         139884318  ||     278  ||      -343  ||       -1467
553)         140398104  ||     327  ||      -616  ||        -697
554)         140714064  ||     307  ||      -432  ||       -1061
555)         140785554  ||     273  ||      -331  ||       -1558
556)         141696576  ||     311  ||      -448  ||       -1017
557)         142203240  ||     232  ||      -257  ||       -2385
558)         142796550  ||     129  ||      -131  ||       -8450
559)         143772090  ||     109  ||      -110  ||      -11991
560)         144312462  ||     293  ||      -378  ||       -1303
561)         145492710  ||     253  ||      -290  ||       -1983
562)         146389194  ||     162  ||      -167  ||       -5411
563)         147899304  ||     203  ||      -216  ||       -3373
564)         149096310  ||     110  ||      -111  ||      -12211
565)         149982168  ||     163  ||      -168  ||       -5477
566)         150154710  ||     334  ||      -615  ||        -731
567)         150509640  ||     251  ||      -285  ||       -2104
568)         150708360  ||     319  ||      -465  ||       -1016
569)         151518720  ||     327  ||      -512  ||        -905
570)         151673886  ||     217  ||      -234  ||       -2987
571)         151789176  ||     131  ||      -133  ||       -8712
572)         153007764  ||     244  ||      -273  ||       -2297
